,titulo,enlace,ubicacion,zona,precio_publicado,precio_pesos,terreno_m2,construidos_m2,cuartos,banos,estacionamiento,contacto
175,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-56700518.html,"Espectacular Pent-house en Venta en Punta Cancún Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 75,497,897",75497897.0,700,750,5,,6,56700518
176,Departamento en Venta en Cancun en Peninsula Frente Al Mar con Vistas Impactantes,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-en-peninsula-frente-al-55614939.html,"Península,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,255,255,3,,1,55614939
177,Lujoso Desarrollo en Puerto Cancun / Luxurious Development in Puerto Cancun,https://www.inmuebles24.com/propiedades/lujoso-desarrollo-en-puerto-cancun-luxurious-55862152.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,291,110",13291110.0,416,217,3,,2,55862152
178,Departamento de 4 Recamaras Frente Al Mar en Cancun.,https://www.inmuebles24.com/propiedades/departamento-de-4-recamaras-frente-al-mar-en-cancun.-55682370.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,400,000",44496000.0,285,285,4,,,55682370
179,Departamento en Cancun en La Zona Bay View Grand. Todos Los Lujos,https://www.inmuebles24.com/propiedades/departamento-en-cancun-en-la-zona-bay-view-grand.-55551070.html,"quintana roo, cancun, ,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 750,000",13905000.0,240,240,3,,,55551070
180,Penthouse Comercial y Residencial en Villas Marlin T2 3,https://www.inmuebles24.com/propiedades/penthouse-comercial-y-residencial-en-villas-marlin-t2-56552828.html,"Penthouse Comercial y Residencial en Villas Marlin T2 3,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 550,000",10197000.0,135,135,2,,,56552828
181,Penthouse en Renta y Venta en Pok Ta Pok en Cancún / Penthouse For Rent And Sale in Cancun,https://www.inmuebles24.com/propiedades/penthouse-en-renta-y-venta-en-pok-ta-pok-en-cancun-56561705.html,"pok ta pok,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,000,000",7000000.0,186,186,2,,2,56561705
182,"Departamento en Venta Naima, Cancún, Zona Hotelera.",https://www.inmuebles24.com/propiedades/departamento-en-venta-naima-cancun-zona-hotelera.-56764246.html,"Departamento en Venta Naima, Cancún, Zona Hotelera.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,150,070",21322297.8,,,2,,2,56764246
183,"Departamento de Lujo en Cancun con Vista Al Mar, y con Las Mejores Amenidades.",https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-cancun-con-vista-al-mar-y-con-55688916.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 27,222,222",504699995.88,372,372,4,,2,55688916
184,Preventa Departamentos en La Laguna II C,https://www.inmuebles24.com/propiedades/preventa-departamentos-en-la-laguna-ii-c-53888696.html,"PUERTO CANCUN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,147,000",9147000.0,205,205,3,,3,53888696
185,Lahia Departamento Cancún,https://www.inmuebles24.com/propiedades/lahia-departamento-cancun-56021402.html,"Lahia Departamento Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,400,000",25956000.0,232,232,3,,,56021402
186,Lujosos Departamento en Zona Hotelera Cancun,https://www.inmuebles24.com/propiedades/lujosos-departamento-en-zona-hotelera-cancun-56034136.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 940,000",17427600.0,263,2636,3,,2,56034136
187,Apartamento Frente Al Mar 3 Recamaras,https://www.inmuebles24.com/propiedades/apartamento-frente-al-mar-3-recamaras-55999071.html,"Apartamento Frente AL MAR 3 Recamaras,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 600,000",11124000.0,150,150,3,,2,55999071
188,Departamento en Venta en Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-54952075.html,"Boulevard Kukulkan #001,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 695,000",12885300.0,190,190,2,,2,54952075
189,Departamento en Renta y Venta en La Entrada de Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-renta-y-venta-en-la-entrada-de-zona-56286000.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 200,000",3708000.0,170,170,3,,2,56286000
190,Preciosos Condominios Náuticos en Puerto Cancún,https://www.inmuebles24.com/propiedades/preciosos-condominios-nauticos-en-puerto-cancun-56183033.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,800,000",7800000.0,2570,,4,,2,56183033
191,Condominio de 4 Recamaras Vista a La Playa y Al Campo de Golf en Cancun.,https://www.inmuebles24.com/propiedades/condominio-de-4-recamaras-vista-a-la-playa-y-al-campo-53548918.html,"puerto cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,541,031",28570714.74,317,317,4,,1,53548918
192,Vive en Puerto Cancún - Aproveche La Preventa!,https://www.inmuebles24.com/propiedades/vive-en-puerto-cancun-aproveche-la-preventa!-56712515.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,717,500",7717500.0,427,155,2,,2,56712515
193,"Departamento en Venta Ubicado en Zona Lujosa de Cancún, Mod. N - 1f ""Allure"".",https://www.inmuebles24.com/propiedades/departamento-en-venta-ubicado-en-zona-lujosa-de-55893728.html,"""ALLURE"". Azul Bonampak N-1F,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 21,281,969",21281969.0,388,388,4,,,55893728
194,De La Mar - Departamentos en Venta / Apartments For Sale,https://www.inmuebles24.com/propiedades/de-la-mar-departamentos-en-venta-apartments-for-56555486.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,240,000",22989600.0,338,338,3,,2,56555486
195,"ka'Anali Cancun Quintana, Roo",https://www.inmuebles24.com/propiedades/ka-anali-cancun-quintana-roo-56024279.html,"Ka'anali Cancun Quintana, Roo,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 12,179,446",12179446.0,210,210,4,,,56024279
196,Oportunidad en Isla Dorada Depto en Venta,https://www.inmuebles24.com/propiedades/oportunidad-en-isla-dorada-depto-en-venta-56000169.html,"Oportunidad EN Isla Dorada Depto EN Venta,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 400,000",7416000.0,181,181,3,,2,56000169
197,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-57131286.html,"Departamento en Venta, Zona Hotelera, Cancun, Q. R.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 16,087,500",16087500.0,,,3,,2,57131286
198,Departamento en Venta 3 Recamaras Vista Al Mar y Campo de Golf Puerto,https://www.inmuebles24.com/propiedades/departamento-en-venta-3-recamaras-vista-al-mar-y-campo-55775046.html,"PALMERAS PUERTO CANCUN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 390,000",7230600.0,6000,185,3,,2,55775046
199,Departamento - Zona Hotelera - Departamento - en - Venta - en - Zona - Hotelera - Excelente - Apartamento - Para - Air,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-departamento-en-56592310.html,"Excelente Apartamento Para Airbnb EN Villas Marlin Zona Hotelera DE 4 Recamaras Frente AL MAR,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 495,000",9177300.0,,,4,,,56592310
200,Espectacular Penthouse de Doble Altura Frente Al Mar,https://www.inmuebles24.com/propiedades/espectacular-penthouse-de-doble-altura-frente-al-mar-56169329.html,"Espectacular Penthouse de Doble Altura Frente al mar,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,000,000",37080000.0,432,432,3,,2,56169329
201,Blume Boutique Condos,https://www.inmuebles24.com/propiedades/blume-boutique-condos-56576341.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,291,110",13291110.0,226,226,3,,2,56576341
202,Lujoso Pent House en Cancun Frente Al Mar.,https://www.inmuebles24.com/propiedades/lujoso-pent-house-en-cancun-frente-al-mar.-55679416.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 575,000",10660500.0,200,200,,,,55679416
203,Venta Condos en Puerto Cancun Beachfront,https://www.inmuebles24.com/propiedades/venta-condos-en-puerto-cancun-beachfront-54126049.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,095,774",20315649.96,259,259,2,,,54126049
204,Condo en Venta Zona Hotelera de Cancún! C2072,https://www.inmuebles24.com/propiedades/condo-en-venta-zona-hotelera-de-cancun!-c2072-56340998.html,"Condo en Venta Zona Hotelera de Cancún!! C2072,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 260,000",4820400.0,215,215,2,,2,56340998
205,Penthouse Frente Al Mar en Venta! C2262,https://www.inmuebles24.com/propiedades/penthouse-frente-al-mar-en-venta!-c2262-56340606.html,"Penthouse Frente al mar en Venta! C2262,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 260,000",4820400.0,88,88,2,,,56340606
206,"Venta de Departamento en Isla Dorada 2 Recamaras, 2 Baños y Alberca",https://www.inmuebles24.com/propiedades/venta-de-departamento-en-isla-dorada-2-recamaras-2-54923238.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,800,000",5800000.0,400,300,2,,2,54923238
207,Departamentos en Venta en Cancun,https://www.inmuebles24.com/propiedades/departamentos-en-venta-en-cancun-57037322.html,"Departamentos EN Venta EN Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,600,000",7600000.0,153,153,2,,,57037322
208,Departamento en Venta en Riva Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-riva-puerto-cancun-56009195.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,694,000",9694000.0,178,178,2,,2,56009195
209,Departamento de Lujo Venta en Allure Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-de-lujo-venta-en-allure-puerto-cancun-56809052.html,"Departamento de Lujo Venta en Allure Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 19,040,266",19040266.0,,,3,,2,56809052
210,Departamento con Impresionante Vista Al Mar,https://www.inmuebles24.com/propiedades/departamento-con-impresionante-vista-al-mar-56870863.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 925,000",17149500.0,236,236,3,,2,56870863
211,Departamento en Venta en Torre Laguna en Isla Dorada Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-torre-laguna-en-isla-dorada-56809010.html,"Departamento en Pre Venta Torre Laguna en Isla Dorada Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 176,519",3272662.26,69,,1,,1,56809010
212,"Departamento de Lujo en Venta, Puerto Cancun",https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-venta-puerto-cancun-52577185.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 693,000",12848220.0,115,115,1,,1,52577185
213,Departamento en Venta Isla Bonita Cancun 3 Rec Zona Hotelera - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-isla-bonita-cancun-3-rec-zona-55817535.html,"Isla Bonita Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 385,000",7137900.0,190,190,3,,2,55817535
214,Departamento en Venta en Zona Hotelera Cancun Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-cancun-isla-55973482.html,"Departamento en Venta en Zona Hotelera Cancun Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 14,800,000",14800000.0,320,300,3,,3,55973482
215,"Lujoso Condo en Allure Puerto Cancun $13,000,000 Mn",https://www.inmuebles24.com/propiedades/lujoso-condo-en-allure-puerto-cancun-$13-000-000-mn-57242993.html,"ALLURE Puerto CAncun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,000,000",13000000.0,238,238,3,,2,57242993
216,Venta de Espectacular Departamento en Cancun,https://www.inmuebles24.com/propiedades/venta-de-espectacular-departamento-en-cancun-54785287.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 696,832",12919265.28,132,132,1,,,54785287
217,Departamento de Lujo en Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-puerto-cancun-50711732.html,"Puerto Cancun, Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 532,800",9878112.0,250,250,3,,2,50711732
218,Departamento en Venta en Cancun en Aria Puerto Cancun de 2 Recamaras,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-en-aria-puerto-cancun-56694337.html,"Aria,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 980,000",18169200.0,195,195,2,,2,56694337
219,"Venta de Departamento Torre Laguna, Isla Dorada Cancún.",https://www.inmuebles24.com/propiedades/venta-de-departamento-torre-laguna-isla-dorada-56808979.html,"Venta de Departamento Torre Laguna, Isla Dorada Cancún.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 193,193",3581798.2199999997,,,1,,1,56808979
220,Condo en Venta Zona Hotelera de Cancún! C2072,https://www.inmuebles24.com/propiedades/condo-en-venta-zona-hotelera-de-cancun!-c2072-54005776.html,"Retorno del Rey Quintas Del Lago numero 16,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 260,000",4820400.0,215,215,2,,2,54005776
221,De La Mar - Departamentos en Venta / Apartments For Sale,https://www.inmuebles24.com/propiedades/de-la-mar-departamentos-en-venta-apartments-for-56616538.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 310,000",5747400.0,120,120,1,,1,56616538
222,"Oportunidad en Be Towers, Piso Alto / Opportunity in Be Towers, High Floor",https://www.inmuebles24.com/propiedades/oportunidad-en-be-towers-piso-alto-opportunity-in-56495013.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 8,200,000",8200000.0,202,202,2,,2,56495013
223,Departamento de Lujo en Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-puerto-cancun-52511258.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,944,000",5944000.0,110,110,1,,1,52511258
224,Departamento en Venta en Puerto Cancún Allure,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-puerto-cancun-allure-56808963.html,"Departamento en Venta en Puerto Cancún Allure,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 22,193,256",22193256.0,,,4,,2,56808963
225,Penthouse Kaanali Puerto Cancún en Venta - Cancún,https://www.inmuebles24.com/propiedades/penthouse-kaanali-puerto-cancun-en-venta-cancun-56388962.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 32,000,000",32000000.0,330,270,3,,6,56388962
226,"Peninsula, Cancun Zona Hotelera, Venta - Renta",https://www.inmuebles24.com/propiedades/peninsula-cancun-zona-hotelera-venta-renta-55774944.html,"Peninsula Cancun Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,180,180,2,,2,55774944
227,"Departamento Amueblado en Venta en Hotel Casa Maya, Cancùn Zona Hotel",https://www.inmuebles24.com/propiedades/departamento-amueblado-en-venta-en-hotel-casa-maya-55973335.html,"Departamento Amueblado en Venta en Hotel Casa Maya, Cancùn Zona Hotel,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 230,000",4264200.0,101,84,1,,1,55973335
228,Departamento en Venta en Cancún Zona Hotelera/bay View Grand,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-bay-view-57037157.html,"Departamento en Venta en Cancún Zona Hotelera/bay View Grand,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,700,000",50058000.0,512,512,4,,,57037157
229,Sls Hotel & Residences,https://www.inmuebles24.com/propiedades/sls-hotel-residences-56401861.html,"SLS PUERTO CANCUN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,100,000",38934000.0,256,256,3,,2,56401861
230,En Zona Hotelera de Cancun Lahia Departamento en Venta,https://www.inmuebles24.com/propiedades/en-zona-hotelera-de-cancun-lahia-departamento-en-venta-56000140.html,"EN Zona Hotelera DE Cancun Lahia Departamento EN Venta,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,500,000",27810000.0,230,230,3,,2,56000140
231,Departamento en Venta Puerto Cancún en Desarrollo Marea,https://www.inmuebles24.com/propiedades/departamento-en-venta-puerto-cancun-en-desarrollo-56809028.html,"Departamento en Venta Puerto Cancún en Desarrollo Marea,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,813,010",9813010.0,,,2,,2,56809028
232,Departamento en Venta Zona Hotelera con Mar,https://www.inmuebles24.com/propiedades/departamento-en-venta-zona-hotelera-con-mar-56021400.html,"Departamento EN Venta Zona Hotelera  CON MAR,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 480,000",8899200.0,120,120,2,,,56021400
233,Sls 707,https://www.inmuebles24.com/propiedades/sls-707-57119092.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,800,000",33372000.0,255,255,3,,2,57119092
234,Departamento con Marina Exclusivo Residencial,https://www.inmuebles24.com/propiedades/departamento-con-marina-exclusivo-residencial-51489347.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 519,100",9624114.0,195,195,3,,2,51489347
235,Estrena Lujoso Departamento en Riva Puerto Cancun,https://www.inmuebles24.com/propiedades/estrena-lujoso-departamento-en-riva-puerto-cancun-57256329.html,"RIVA Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,500,000",13500000.0,200,200,3,,3,57256329
236,Departamento Venta Residencial,https://www.inmuebles24.com/propiedades/departamento-venta-residencial-57224421.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 720,000",13348800.0,177,177,2,,1,57224421
237,"Departamento en Venta con Vista Al Mar, Ubicado en Lujosa Zona de Cancún, Mod. N - 1i ""Allure""",https://www.inmuebles24.com/propiedades/departamento-en-venta-con-vista-al-mar-ubicado-en-55893807.html,"""ALLURE"". Azul Bonampak N-1I,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 18,963,968",18963968.0,335,335,4,,,55893807
238,Espectacular Penthouse de Doble Altura Frente Al Mar / Beachfront Penthouse,https://www.inmuebles24.com/propiedades/espectacular-penthouse-de-doble-altura-frente-al-mar-55889724.html,"Lahia,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,999,000",37061460.0,432,432,3,,2,55889724
239,Departamento en Renta en Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-en-renta-en-isla-dorada-56902242.html,"Departamento EN Venta EN Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 400,000",7416000.0,172,172,2,,2,56902242
240,Departamento Aaa en Campo de Golf Cancún,https://www.inmuebles24.com/propiedades/departamento-aaa-en-campo-de-golf-cancun-54074939.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 14,874,000",14874000.0,238,238,3,,2,54074939
241,"Preventa Espectacular Torre Laguna, Zona Hotelera",https://www.inmuebles24.com/propiedades/preventa-espectacular-torre-laguna-zona-hotelera-57318442.html,"Torre Laguna Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 193,000",3578220.0,68,68,1,,1,57318442
242,Departamento en Venta en Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-55961333.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,425,000",5425000.0,140,140,2,,2,55961333
243,Departamento en Venta en Isla Bonita,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-isla-bonita-56902075.html,"Departamento EN Venta EN Isla Bonita,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 325,000",6025500.0,223,223,2,,2,56902075
244,Ultimo Departamento Tipo B con Vista Al Mar Caribe y Campo de Golf en Cancun,https://www.inmuebles24.com/propiedades/ultimo-departamento-tipo-b-con-vista-al-mar-caribe-y-56165008.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 18,805,519",18805519.0,207,207,3,,3,56165008
245,Garden House I,https://www.inmuebles24.com/propiedades/garden-house-i-53991653.html,"PUERTO CANCUN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 940,000",17427600.0,314,314,3,,3,53991653
